id,category,value
8384,A,334.562095954162
8385,A,327.9246794853009
8386,B,38.614149788985415
8387,B,116.82808428064992
8388,B,481.1207334171271
8389,A,271.83857014109583
8390,C,195.39326559833688
8391,B,383.39884706064674
8392,B,267.0142819013467
8393,B,16.449758001629817
8394,A,370.75642239040775
8395,A,368.78660442590206
8396,C,90.92286893388746
8397,B,478.76344332786454
8398,A,119.71498445514602
8399,C,234.29719001727764
8400,B,66.22062101784819
8401,A,305.60833653078834
8402,B,193.97104882803413
8403,B,183.05499648275568
8404,A,415.21866983826413
8405,A,14.68523929673434
8406,A,400.993917737287
8407,B,290.0097972165585
8408,B,493.18827160529753
8409,C,298.82717809608204
8410,B,37.13577573249938
8411,A,34.8162099574259
8412,B,442.74496332219763
8413,C,422.19493130041604
8414,C,179.48613703519138
8415,A,312.83591724875726
8416,A,249.89976495724414
8417,C,483.9103870166656
8418,C,475.48084142967684
8419,C,492.0811141849795
8420,A,434.55990251078947
8421,C,455.68027947979965
8422,C,116.46660159589685
8423,A,417.1933266049895
8424,B,357.3399854700946
8425,B,481.76538932575437
8426,C,289.9182959368835
8427,B,51.731911688172616
8428,B,302.72545668170494
8429,B,346.42465473043103
8430,B,117.95730406908987
8431,C,203.11555792123693
8432,B,303.2666728853232
8433,B,193.3118112850877
8434,A,193.72438144694533
8435,C,75.21245319467073
8436,A,470.96589430805636
8437,A,377.7422484025973
8438,C,10.609285044389985
8439,B,385.15050917086097
8440,A,372.4995464023508
8441,C,14.768170476206267
8442,B,191.10610583074464
8443,C,307.30636825951
8444,A,231.84781941043758
8445,B,391.21319817304857
8446,B,218.47458299087265
8447,C,85.39285503238015
8448,B,488.443655894176
8449,A,128.59959646026283
8450,A,361.6692321652528
8451,A,80.14659271539526
8452,C,171.216180754127
8453,B,226.59352813090766
8454,B,104.19368221826132
8455,B,230.48019242061866
8456,A,87.0097832659575
8457,B,283.9132041030862
8458,A,335.219493734895
8459,B,40.592799173725275
8460,A,436.85473933026236
8461,B,100.7190336705974
8462,C,120.42758840695866
8463,C,334.06142164070087
8464,A,239.6880196128629
8465,A,254.7038435938222
8466,B,72.79594243593502
8467,B,404.81055271944
8468,C,312.3565805910629
8469,B,76.33720122163345
8470,A,193.25968984254203
8471,A,407.10086704016476
8472,A,288.49397253344415
8473,A,63.23790177513593
8474,A,192.6607524367505
8475,C,128.92025524330995
8476,C,263.5581212903259
8477,A,423.2469531472749
8478,B,223.77089605416572
8479,A,222.33759488047832
8480,C,453.6219421402481
8481,A,292.3308521285635
8482,C,287.4336328247294
8483,C,138.3358470189408
8484,A,307.7841464401919
8485,A,292.19612903452423
8486,B,204.45722046751334
8487,C,495.44082729059846
8488,B,442.1265728245625
8489,A,377.2972821376396
8490,C,273.29933832237026
8491,B,236.40930292836882
8492,B,100.5997236593677
8493,B,159.8113622671656
8494,A,389.240791913373
8495,A,232.3369874294002
8496,A,442.31206311905567
8497,C,82.4764568093091
8498,A,259.09007704668187
8499,C,327.01318517044126
8500,B,263.25574359088375
8501,B,445.7211768766437
8502,A,494.8860080962785
8503,B,66.75898258727118
8504,A,73.67790299769129
8505,C,73.85881564445933
8506,B,343.7767770745585
8507,A,192.61128679296058
8508,B,369.32418402029396
8509,B,208.68102171461956
8510,A,317.5272934527112
8511,B,387.2304227826578
8512,B,278.62579622091107
8513,B,274.356759320503
8514,B,53.23481938996089
8515,C,211.28305402562304
8516,B,277.43080508021944
8517,B,236.37060457654087
8518,A,451.3831800923285
8519,C,454.2000097385498
8520,A,412.7395164884932
8521,A,193.8960569328288
8522,A,361.47658432689184
8523,C,203.6913459241088
8524,A,123.97086349812193
8525,A,178.022295339932
8526,A,44.772670309912385
8527,B,172.57097941227713
8528,A,235.76368645797407
8529,C,478.1856384426067
8530,C,163.57118724761622
8531,B,452.2022342107051
8532,C,122.14055515351356
8533,C,103.57475990203221
8534,B,264.30777365176084
8535,A,339.53057095572893
8536,B,31.722802893117898
8537,A,118.32227387313618
8538,A,233.28499658564505
8539,C,172.19212463175893
8540,B,359.1843288806777
8541,C,260.46869206024525
8542,C,88.5759617459111
8543,A,448.2880358643944
8544,C,153.5237809868462
8545,B,368.2542433925675
8546,C,392.1587317616508
8547,C,481.94727312549
8548,A,254.26865859680967
8549,B,311.75940257757173
8550,C,174.08938380497153
8551,A,342.30785377191256
8552,C,237.05790807449665
8553,B,224.44965871496692
8554,C,429.17908926689165
8555,C,34.58273331435744
8556,A,442.1615896376156
8557,C,427.5142205359929
8558,A,258.1194642452767
8559,B,250.19939856075786
8560,C,187.28561033739018
8561,B,497.14515792404984
8562,B,64.4729730493822
8563,C,299.20546545801744
8564,A,344.02397915508436
8565,B,467.82170402630277
8566,B,392.2997134598131
8567,C,325.4851293776579
8568,C,67.23803523794011
8569,C,193.12942324741903
8570,C,78.03240484851277
8571,C,441.7942389081017
8572,C,377.31436622618503
8573,A,381.19302553064233
8574,B,329.6056937090366
8575,A,258.45133309898773
8576,A,83.48581913711362
8577,C,171.55049448547535
8578,B,77.08873831367637
8579,A,365.2074399976482
8580,C,88.51210025078247
8581,C,354.03563958412593
8582,B,349.20514090199333
8583,A,235.05919470573156
8584,A,76.26204051784562
8585,A,164.252404805678
8586,C,166.84562344702022
8587,B,353.18871524021375
8588,B,65.73407951272492
8589,A,416.24363664588446
8590,C,382.89357219109786
8591,A,101.29038990539422
8592,B,362.3905470716558
8593,C,337.57145891923267
8594,A,376.5791920543539
8595,A,102.5749921698603
8596,C,87.21925785666963
8597,B,125.87715310214956
8598,C,189.27713454299808
8599,A,398.89584070754256
8600,A,371.5827293646365
8601,A,463.47128021648126
8602,A,38.72848395832157
8603,B,15.662577696950944
8604,B,352.57802655339157
8605,A,146.85087293914117
8606,B,173.6986588115706
8607,B,277.932992698111
8608,B,60.18243033213127
8609,A,324.92026410854436
8610,C,169.3222486532636
8611,C,320.03041090748593
8612,C,418.66338740595904
8613,A,93.84455333534054
8614,B,466.1278155281149
8615,B,270.0371891205975
8616,A,462.2346049352445
8617,A,111.78774027887128
8618,C,306.2357056560764
8619,C,207.9046874885663
8620,A,389.36887366644646
8621,C,306.8953821745152
8622,B,252.31257390957603
8623,A,457.36284915119427
8624,A,194.78736144412332
8625,B,117.79030040010893
8626,B,307.9695815575249
8627,B,315.7739342146787
8628,C,225.15636457021895
8629,A,248.43892140779732
8630,C,480.181173006951
8631,B,369.01598878443264
8632,C,64.19485822646274
8633,B,113.94373472659937
8634,C,488.0325508734239
8635,C,365.96812135883033
8636,B,458.37211181088
8637,C,158.8921173544738
8638,A,373.51476144243026
8639,C,359.8613271765206
8640,C,154.3980928652938
8641,A,279.8999994708456
8642,B,317.4334045224447
8643,A,245.75458730545787
8644,C,415.3175662624262
8645,B,418.10583048101483
8646,C,426.7942686677628
8647,C,403.6775488580998
8648,A,249.16090382660087
8649,A,196.90476609301354
8650,B,417.37437902004154
8651,B,250.19871469257075
8652,B,130.7219853277111
8653,C,258.598330837886
8654,A,79.50641274042863
8655,A,348.89845039341145
8656,A,174.6014279957141
8657,B,137.72281123925262
8658,A,478.68928565502506
8659,A,390.6716879215707
8660,A,395.66405633472647
8661,B,315.6237649467999
8662,A,421.1946771500456
8663,B,381.9896157700568
8664,A,303.3991150254721
8665,A,480.9509569073415
8666,A,103.88152534536728
8667,B,472.256062307428
8668,B,206.70469937944384
8669,A,268.91550186672845
8670,C,70.14226657671139
8671,B,274.65264507167757
8672,B,309.49130841051476
8673,A,498.8737554861768
8674,C,487.844281425048
8675,A,483.5346730184007
8676,B,180.71014945000812
8677,B,495.7205843850713
8678,A,233.1842942816043
8679,A,427.39976679333125
8680,C,115.99678481929628
8681,C,257.85825803173515
8682,B,483.3459271025267
8683,C,474.0453844924795
8684,C,345.0300901324991
8685,B,400.92901805099933
8686,B,96.44908133517669
8687,B,363.61268924723714
8688,B,312.84489608433245
8689,A,54.860350518110586
8690,B,65.44791322894136
8691,B,63.13737269811832
8692,B,364.9348980666195
8693,C,79.4404520413105
8694,B,239.18881284609054
8695,A,184.9210848801013
8696,A,279.7470289774067
8697,B,356.17347873750737
8698,A,345.5140432384527
8699,C,262.60475879804454
8700,B,237.5240880690889
8701,A,204.92964160990678
8702,A,432.3358746691459
8703,B,172.11738438759605
8704,A,137.08925237207248
8705,B,374.2245918910829
8706,A,186.28409623139598
8707,C,425.0293138810615
8708,A,170.66547213220093
8709,A,353.9529640415482
8710,B,32.103413079814686
8711,A,198.9258112540568
8712,B,178.18278573410024
8713,C,410.1725822452025
8714,B,483.8571475818719
8715,B,235.8318255795511
8716,A,414.16977580534143
8717,C,352.85040346910887
8718,B,484.01913395520967
8719,A,407.44317202798413
8720,A,47.964252322227956
8721,B,359.50804396729575
8722,A,272.39486055696307
8723,B,18.05366838684031
8724,B,133.1433497754674
8725,B,461.66007006317756
8726,C,463.77007266550896
8727,B,401.43672549831086
8728,A,491.0720056062148
8729,C,405.20716006586036
8730,A,15.000051769770144
8731,C,151.03882674774079
8732,C,25.005849296503804
8733,C,56.112904681404125
8734,C,117.23200030588028
8735,A,256.743687699506
8736,B,425.2906816963887
8737,A,432.36371051698296
8738,B,311.9389106930753
8739,A,464.80621014245514
8740,C,255.03054002920197
8741,C,445.6276616252688
8742,B,232.49197560268593
8743,B,145.8402536367223
8744,A,459.04232986920954
8745,B,200.08818708264596
8746,A,256.66801333378623
8747,B,171.14170994003183
8748,B,334.7904241424576
8749,B,497.5653002529574
8750,C,22.501638943737124
8751,C,450.92552294347973
8752,A,11.923767924740048
8753,B,188.47166176164342
8754,A,92.61733508186201
8755,B,381.09747252955015
8756,C,34.799311971015
8757,C,281.2076272563207
8758,B,154.5138055842032
8759,B,75.49842194370405
8760,C,388.190923930294
8761,C,116.53424878507579
8762,A,119.60085390692007
8763,C,144.78762471758228
8764,B,297.51571427573344
8765,A,333.2363065284666
8766,B,18.625236613659034
8767,A,128.51612169575725
8768,B,221.1757128275886
8769,C,172.66870655900422
8770,B,443.24362267033416
8771,A,395.9772781343452
8772,B,316.6862056140255
8773,A,175.64078383854948
8774,B,353.3294489746183
8775,C,423.38262629443926
8776,C,301.4668849059035
8777,B,394.38611877775577
8778,B,377.06143108587645
8779,B,290.1512824685579
8780,A,162.96977624254038
8781,B,375.4332574206232
8782,B,111.33021951522716
8783,A,391.94928977105155
8784,C,404.2278791498412
8785,B,412.8509909894828
8786,B,241.72882577944424
8787,C,104.31557620750662
8788,C,58.86456403237368
8789,A,374.2470127390829
8790,B,444.26807841960846
8791,B,328.9107958300843
8792,A,80.6384295903011
8793,C,468.09925977361127
8794,A,494.6599871242666
8795,C,222.35551886811174
8796,A,301.4643917441479
8797,C,390.8419748008123
8798,A,370.8309971245219
8799,C,484.2157240473901
8800,C,66.29271462860657
8801,C,294.5551844099748
8802,C,349.04639563981516
8803,C,446.1482278519583
8804,B,438.31371758189385
8805,C,489.2198988450321
8806,B,260.91844242946274
8807,C,417.072824738481
8808,B,219.36803698239058
8809,B,216.9338001494558
8810,A,134.14069859170093
8811,C,410.9362706394226
8812,A,493.04940184862267
8813,A,135.60744689015638
8814,C,37.50447813032544
8815,A,409.6157943353136
8816,C,313.91272574203055
8817,A,480.2524122699922
8818,C,133.5972173477066
8819,C,44.80355242062773
8820,C,251.29670782458575
8821,B,51.87835125292227
8822,A,138.27710054032664
8823,B,71.72915180139246
8824,A,119.82476803343856
8825,A,62.01087988248201
8826,A,477.4139397193698
8827,B,146.4957295903704
8828,A,227.50981713635707
8829,B,450.31978574076896
8830,C,341.8875781011224
8831,A,312.8383654752694
8832,A,355.7259632768102
8833,C,416.1229059816371
8834,C,440.05794124736286
8835,A,324.893438625863
8836,C,446.1035646000883
8837,B,272.34478843848365
8838,B,145.87251957152748
8839,A,441.23758735308377
8840,B,275.32168543241266
8841,B,454.0074179079448
8842,A,29.682228835784798
8843,C,204.7827182552054
8844,A,474.4244589976094
8845,B,132.32854545156835
8846,A,471.3527605588614
8847,A,477.4122059533325
8848,B,442.24973397067185
8849,B,286.19734209571635
8850,A,327.00033004951285
8851,B,436.1123292404359
8852,B,390.1895703707004
8853,B,318.74598623315165
8854,B,491.3071098566443
8855,B,345.9815518035101
8856,B,487.9861762994029
8857,C,38.12035255747446
8858,A,78.0905816636841
8859,B,231.2148345402404
8860,A,198.5909358333144
8861,C,393.5400722649436
8862,B,88.70087296990984
8863,A,488.2866377646294
8864,B,164.38227887784785
8865,B,220.17261679267813
8866,B,144.62506589561121
8867,B,293.8881724900082
8868,B,38.72806320706613
8869,B,83.34197772951991
8870,B,375.4408746751749
8871,C,101.38528586835392
8872,C,125.4020812627648
8873,B,398.5612955051705
8874,B,55.71757739505426
8875,C,224.36217315771205
8876,C,21.301059628641223
8877,C,179.93562566577287
8878,B,352.5008872792697
8879,A,54.150607061441875
8880,A,445.2839671215924
8881,A,455.65453104095087
8882,A,61.445283811316195
8883,B,495.4588938241306
8884,A,155.78948116378956
8885,C,51.20981885448696
8886,C,12.482886103658512
8887,A,210.17621892429267
8888,C,318.60689299599767
8889,B,172.7678324526235
8890,A,419.99150908256513
8891,A,361.1370750268745
8892,B,181.57915066433603
8893,C,369.81173663821625
8894,B,470.8389911149324
8895,B,55.61703928607837
8896,C,159.99094047723227
8897,B,237.0297101671797
8898,C,254.0151625998366
8899,C,275.6758659941761
8900,B,157.3071842039378
8901,C,336.95722653135107
8902,B,326.09140672961655
8903,C,293.1325380730908
8904,A,65.74324363832955
8905,C,243.7142666370128
8906,C,184.55117486979404
8907,B,250.60885022068007
8908,C,461.71455340236275
8909,A,245.46035814762007
8910,A,16.8505880013608
8911,C,225.03000166122416
8912,C,412.1176082241972
8913,A,392.22985237690244
8914,B,261.56113602880873
8915,A,132.3868163010645
8916,A,237.8934448281271
8917,C,286.2140875149139
8918,C,499.9370047543256
8919,A,325.6472641829949
8920,B,350.1898157306806
8921,A,250.81253034834546
8922,A,183.69987988343962
8923,B,408.34696198713095
8924,A,252.51683892622572
8925,A,497.3981636826173
8926,C,233.9890813913416
8927,B,43.320138987312916
8928,C,344.46328717414053
8929,C,32.85431095364743
8930,B,132.74578247350462
8931,B,183.33174386215265
8932,A,372.34695695445055
8933,C,252.17560393973028
8934,B,24.03650634202574
8935,C,312.25642712520187
8936,C,211.60375633906455
8937,B,461.6989098838825
8938,A,254.78553245871535
8939,C,357.3978215102761
8940,B,117.24556124147796
8941,A,382.8770466205101
8942,C,363.26810213699946
8943,B,453.000037185241
8944,C,26.572604442407616
8945,B,229.27534183255105
8946,B,342.78614734241876
8947,C,56.63031103930536
8948,C,211.19599290296708
8949,B,471.65183550243574
8950,A,223.60790053665283
8951,C,492.8483439055094
8952,B,37.85113992911161
8953,B,361.7365903090367
8954,A,294.69795576165205
8955,A,255.26444179474146
8956,A,485.71522672765457
8957,C,73.52869624065303
8958,B,449.03948632364757
8959,B,348.707801456939
8960,B,136.90807591682002
8961,A,451.8178813598238
8962,B,220.3545097518965
8963,C,408.9713907558047
8964,A,200.529893353226
8965,A,426.9561054422881
8966,A,321.9482680380738
8967,A,79.11285045602631
8968,C,328.3349501000685
8969,B,103.75893372391758
8970,C,211.8420876681397
8971,B,93.44483628349653
8972,C,20.787896676888106
8973,A,113.82440433047917
8974,A,272.8222916248216
8975,C,245.96487421089955
8976,C,255.7335768126712
8977,B,131.36657043883463
8978,C,345.72898830095124
8979,C,355.08901054196946
8980,B,185.40423452423613
8981,B,441.7733433523454
8982,B,325.57137615141846
8983,C,359.38924487672955
8984,B,145.89655979008032
8985,A,10.299701226237651
8986,A,434.0340499300337
8987,A,412.98794844410617
8988,C,70.3640251409868
8989,A,193.31151612859017
8990,C,334.05626111040544
8991,C,329.5343200371768
8992,A,431.5716640561927
8993,B,78.73139920135999
8994,C,220.67047641470822
8995,A,57.639964783948145
8996,C,200.9016717349278
8997,B,17.402648337975148
8998,B,450.1538019039622
8999,A,268.2515584460537
9000,C,426.4031077931533
9001,C,39.35330349164824
9002,C,121.45447413173112
9003,C,137.09619765837851
9004,A,199.47883237300616
9005,B,403.4045224747976
9006,A,199.41335812843138
9007,C,110.28022952670023
9008,C,41.845227565996524
9009,B,48.95095669281686
9010,C,382.4231309208789
9011,A,227.95346560795016
9012,A,365.8287497800075
9013,B,344.3206896642118
9014,A,76.32760626252632
9015,A,80.01508775421092
9016,A,380.11758756272565
9017,A,363.4214638078544
9018,C,195.2350757684121
9019,A,47.93690903309164
9020,B,15.928030632241578
9021,B,151.196905236255
9022,A,14.518914057741199
9023,B,122.73558434081467
9024,A,215.5553627035559
9025,B,69.49372500285756
9026,B,61.09610133745766
9027,A,449.2543435021809
9028,A,296.8803142212157
9029,C,467.8832865137629
9030,A,179.45482025498282
9031,A,341.80101929128995
9032,C,110.29892056467729
9033,A,312.9867554671712
9034,A,73.49700770489235
9035,C,11.019513196380021
9036,A,466.45058269069375
9037,A,281.89824432585254
9038,C,464.20092476319934
9039,C,173.5774466140153
9040,B,170.61517388926083
9041,A,206.32095086878553
9042,B,355.96008213950245
9043,B,287.24623075122537
9044,C,463.4239044785678
9045,A,22.466041554895284
9046,A,357.01600960654287
9047,C,171.86056778961162
9048,B,98.31448939104598
9049,C,260.0938550348485
9050,A,257.48125424819807
9051,C,77.13540405732992
9052,A,108.92906750511602
9053,B,210.0006858017619
9054,A,210.3175920722345
9055,B,165.6034884136455
9056,B,82.78712423989066
9057,A,12.143102759479966
9058,A,485.4151805897301
9059,B,472.3146225549242
9060,C,246.98868579630624
9061,A,497.5753591047528
9062,B,340.0906220832992
9063,B,43.74019342769535
9064,C,67.68191755048741
9065,A,458.8943134961225
9066,B,318.7255790533179
9067,C,423.15997706210203
9068,B,450.1521283205837
9069,A,229.49158552836917
9070,C,33.77771627257959
9071,B,102.2573709596878
9072,C,42.6202541781932
9073,A,102.48252439226859
9074,C,211.16113396337963
9075,A,67.91643715234287
9076,B,91.6992914246182
9077,A,228.45267321512281
9078,B,176.68376569035988
9079,B,239.1524808521401
9080,A,220.2942936019404
9081,B,325.7942327301429
9082,C,469.2228789491687
9083,B,62.853525837678816
9084,A,58.637473161505504
9085,C,427.874994434542
9086,C,258.13438527970493
9087,B,385.5384615485367
9088,B,115.5567327675679
9089,A,416.14266085210033
9090,C,462.684845854421
9091,A,321.38667761777924
9092,B,61.880720522163095
9093,C,448.694458936606
9094,A,398.31898641133495
9095,A,377.9301104921
9096,A,27.996812563898626
9097,A,401.4916373759159
9098,A,77.59599512949494
9099,C,118.96922633647532
9100,A,292.7960690859362
9101,C,139.8405787292727
9102,A,334.0606210928407
9103,B,307.95451937254995
9104,B,62.99330302649869
9105,A,331.4471439998381
9106,B,462.7379058142157
9107,C,88.94385354105823
9108,A,302.56039026201483
9109,C,177.5140322489801
9110,A,235.20971916906595
9111,B,150.63008774869525
9112,C,183.52401181037067
9113,B,24.166793400613066
9114,B,490.9603515794381
9115,A,316.15196181564664
9116,C,255.3457393420038
9117,B,198.02052125516008
9118,A,274.29353382377354
9119,A,196.25193937074394
9120,A,186.3548844718999
9121,B,237.33380544378642
9122,A,145.2316864988835
9123,C,98.22445098372486
9124,C,282.7368901083438
9125,B,422.9550637136475
9126,C,84.88580708568723
9127,A,26.039826896067137
9128,B,130.9377551254777
9129,A,490.0631152923673
9130,B,416.09145613423624
9131,B,301.97436622901233
9132,A,465.3319684691366
9133,C,228.1867672502499
9134,C,491.80749526183524
9135,B,155.18800210844918
9136,A,127.74981726281015
9137,A,322.6436185620354
9138,B,195.2954442956766
9139,C,316.91911556836635
9140,A,159.44780396831604
9141,C,312.7799458506156
9142,C,145.11566768666782
9143,B,34.97631372125607
9144,B,456.9465919423599
9145,C,442.77054891799645
9146,A,485.69109314360924
9147,A,361.0983163484883
9148,B,344.5333770902984
9149,C,283.91150433666706
9150,A,71.7117840127361
9151,A,102.72530236514233
9152,B,151.84014744954274
9153,C,446.17661766096325
9154,A,94.75506705550681
9155,B,462.2078554990664
9156,A,266.16500919519444
9157,A,360.62912138180536
9158,A,64.01979847347759
9159,B,141.82643890019634
9160,C,479.6741180088989
9161,B,140.41347399556838
9162,C,155.2956429916616
9163,A,106.82271857212893
9164,C,73.24609600034645
9165,A,124.29624431245901
9166,A,324.7401770558912
9167,B,233.13018941674613
9168,A,281.3403598055703
9169,B,69.9587660953519
9170,C,403.03705910982103
9171,C,394.2064032841255
9172,A,20.57905645991094
9173,B,197.92239631004944
9174,A,43.69759496586243
9175,B,398.13183191332945
9176,B,371.26214473159513
9177,B,451.97416620364646
9178,C,125.83793988702617
9179,B,233.58498273262146
9180,C,100.39905981055489
9181,B,191.90511789231854
9182,C,265.89919326777317
9183,C,36.13208702090859
9184,C,360.28650123191875
9185,A,276.21374658182685
9186,B,416.18991843322993
9187,A,143.17244558368665
9188,B,452.6273415819347
9189,B,499.3601839849172
9190,A,460.4562348050605
9191,C,391.1673131582455
9192,B,408.0607134081526
9193,C,291.13467884684735
9194,A,103.17539282717914
9195,C,341.7499357223815
9196,B,359.24897100936647
9197,B,492.8387187312738
9198,B,275.2376449655977
9199,A,142.97081736227764
9200,B,344.9995356523583
9201,A,489.89415163656275
9202,C,96.83481505185605
9203,B,169.7389800824453
9204,B,275.52166734861373
9205,B,93.40517109218237
9206,C,20.888113364769794
9207,B,175.1217299962128
9208,A,434.03169273551845
9209,C,31.299515668620263
9210,C,220.17523891828955
9211,C,383.4783787337804
9212,C,477.0594724863338
9213,C,492.88294551217183
9214,A,216.7649964982834
9215,C,475.6883042457676
9216,B,27.355296907623234
9217,C,375.4992996192926
9218,C,324.9455569704703
9219,C,132.26571021721463
9220,C,258.58606533302793
9221,C,73.48133150264286
9222,A,437.08260396626486
9223,A,185.3700619173675
9224,C,316.7617905282011
9225,A,87.8003802807585
9226,B,111.02077386929147
9227,C,496.05862169354447
9228,B,379.01233327625135
9229,B,481.3662161892947
9230,C,154.9670709539016
9231,B,90.63580954371199
9232,B,256.50354710462716
9233,B,252.38745829139825
9234,C,95.72379174141405
9235,C,369.277589094891
9236,B,187.2709918749797
9237,C,101.31896315595345
9238,C,172.6718633262113
9239,B,286.19276282115743
9240,C,365.9707567684172
9241,A,246.1265341681674
9242,C,267.541545015903
9243,A,78.08350861194671
9244,B,458.1985531070337
9245,C,465.07485701610176
9246,B,344.8790293048218
9247,B,18.639390377672107
9248,B,273.1663657926298
9249,B,318.31729632342063
9250,B,497.3805692494739
9251,C,498.0728080454504
9252,A,430.2295053095231
9253,C,41.27718609279563
9254,C,477.1054314815777
9255,C,310.20401110447955
9256,C,402.4345175347979
9257,A,209.52449634606825
9258,C,166.63804090494898
9259,B,236.98963128706592
9260,C,81.9685113547252
9261,C,184.96240798911998
9262,A,430.2325748864565
9263,A,28.59573826783193
9264,B,83.9302429440562
9265,C,71.30691822824791
9266,C,207.50701592311174
9267,C,498.52358143652225
9268,B,94.94538580357751
9269,A,81.28649830363747
9270,B,458.3773075903157
9271,C,442.2047533133232
9272,A,25.797781298311676
9273,A,378.33592048786437
9274,B,331.1781937234505
9275,A,386.1929968278274
9276,A,252.30620285000185
9277,C,495.77581703966484
9278,C,31.485039168371966
9279,A,124.84207733786481
9280,A,204.30753361707139
9281,B,230.39119136719455
9282,B,461.47002732276417
9283,A,284.40213839785685
9284,C,32.104387804993
9285,A,209.8528520785743
9286,A,214.08030206084425
9287,C,483.0905598345145
9288,C,303.60657460034304
9289,B,321.46902486788
9290,B,359.4939853131227
9291,B,387.3192646842404
9292,B,321.1750243992197
9293,C,126.2252320556284
9294,A,438.28249802717045
9295,B,368.7387022012088
9296,B,373.5165376975084
9297,C,498.3128022250271
9298,C,403.2380020830248
9299,A,416.28418754602507
9300,A,476.18870269797765
9301,C,84.055659925958
9302,B,253.88641447425326
9303,B,294.4778415594859
9304,B,171.34510731900423
9305,A,421.3076385083077
9306,B,383.5856146064045
9307,B,363.2327065089808
9308,C,498.60322548150174
9309,B,137.09687297011135
9310,C,370.3740533209564
9311,B,280.1881927038913
9312,A,163.3646994219993
9313,B,88.68756665433166
9314,B,448.9830801630981
9315,C,301.7731865268442
9316,C,414.2175804439894
9317,C,277.219042160757
9318,B,117.78876952046959
9319,B,175.39891841915937
9320,A,196.9540328120378
9321,B,486.7380581268141
9322,A,12.760306406877426
9323,C,492.9763512820084
9324,C,490.426201203817
9325,C,498.1138873597669
9326,A,243.528207670621
9327,B,482.2663951142898
9328,C,203.8435991064154
9329,B,22.88427592750949
9330,B,119.93012132216462
9331,C,473.19516001931845
9332,A,16.74469973434599
9333,B,277.53712635725776
9334,C,47.044778558392736
9335,B,150.33432342951346
9336,B,53.16549684882446
9337,B,431.16902434539764
9338,B,299.6246477273759
9339,B,452.0321682019733
9340,A,347.29306777471186
9341,A,485.80427431009883
9342,C,259.8400508325992
9343,A,322.9681850638085
9344,A,292.3913217456377
9345,A,247.28761042884025
9346,B,424.5200890572762
9347,B,325.81731647847647
9348,C,402.6430097791817
9349,C,395.3183289351825
9350,C,103.6121287210947
9351,B,328.5801309336454
9352,A,107.82752939885373
9353,A,295.8270343394477
9354,B,341.94299537868727
9355,C,498.6451850779176
9356,C,24.965569293371793
9357,C,54.708773115723254
9358,B,47.74308122190343
9359,C,205.19703027070264
9360,C,412.57829712804875
9361,B,423.5876030656965
9362,A,371.1200019033643
9363,B,449.47033849667434
9364,B,168.20137264303173
9365,B,53.19577568362657
9366,B,38.49498371502656
9367,A,427.5450326134993
9368,C,367.9137842333087
9369,B,352.3214999454492
9370,A,176.44140588737773
9371,C,196.15354242293083
9372,C,479.4756291606664
9373,C,41.26432460798816
9374,B,389.1285510995184
9375,B,161.72032861711264
9376,C,29.136763022152483
9377,C,373.8593542638035
9378,C,172.14682398240356
9379,C,363.8522841839703
9380,C,356.75064772787886
9381,C,272.0455689622264
9382,A,390.9128333131689
9383,C,294.7087788439093
9384,B,150.45205789564773
9385,B,369.7164975215653
9386,B,298.67850978008454
9387,C,16.236368028061065
9388,B,451.8056471074516
9389,A,277.36537297891357
9390,C,435.6273600849705
9391,B,442.5410511012999
9392,A,228.03366180019336
9393,A,258.75339826110314
9394,B,213.71964996104492
9395,A,230.2240199009423
9396,B,448.62210789614664
9397,A,396.1905668442764
9398,C,71.99758139463322
9399,C,309.050812954647
9400,C,497.9942537893077
9401,C,301.819843603918
9402,C,395.0770965406217
9403,B,386.84012195677377
9404,C,181.655587677441
9405,C,192.20615832493985
9406,C,364.79744667729756
9407,C,254.9919304863692
9408,A,289.57964747389013
9409,C,359.32383727877044
9410,C,391.0117632491346
9411,B,143.04312308920495
9412,A,81.92894212411184
9413,B,152.97937689462537
9414,C,258.693779295117
9415,B,177.64924547554918
9416,B,288.49775183532097
9417,C,36.19820482155794
9418,A,259.77770169074597
9419,A,190.31260439947687
9420,B,271.98670989751236
9421,C,217.0413438936386
9422,B,149.2706668123958
9423,B,453.0128736742415
9424,B,100.53484432646489
9425,C,343.8691320344742
9426,C,463.0759091653829
9427,A,273.9482802458622
9428,C,439.4401594039462
9429,B,71.17722443230934
9430,B,251.95649742563998
9431,A,233.9423874356603
9432,C,13.97821544812748
9433,B,227.1960972660739
9434,A,190.82458062747293
9435,A,338.2013766095615
9436,B,469.7815915024941
9437,B,52.037633248397896
9438,C,170.4634294901653
9439,A,227.59172132318344
9440,B,233.0408352368478
9441,A,389.65676321270433
9442,C,227.263876258386
9443,B,23.30903771229015
9444,C,357.9510063504873
9445,A,443.5665506213791
9446,C,261.8133091493397
9447,C,294.74317563226765
9448,A,89.83885509483258
9449,C,118.11651289268895
9450,A,125.23341717105977
9451,B,221.0635676918347
9452,A,464.7911582388646
9453,A,265.6745356902942
9454,B,104.1278461486628
9455,A,140.38299057578533
9456,B,198.1673645663203
9457,B,315.39689808947173
9458,A,225.61624497196263
9459,C,202.2979736466932
9460,C,286.71701419550743
9461,B,128.49914752768808
9462,C,48.66260356644527
